"","X","V1","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"142",142,1513,"adelmo",1322832814,76314,"02/12/2011 13:33","no",213,122,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,51,44,-157,166,610,-311,16.2,65.7,-49.3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,-0.87,1.07,-263,-41,-6,-228,328,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.83158918,-29.28769008,-84.71731966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.27,0.05,-47,97,-122,-551,279,31,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,0.72,0.77,-16,412,-39,-112,761,583,"A"
"143",143,1519,"adelmo",1322832814,656310,"02/12/2011 13:33","no",213,121,-44,174,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,47,44,-159,170,603,-294,3.57,73.1,-70.3,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.43,0.67,-271,-52,-28,-283,324,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.39644033,-27.9257693,-94.4238186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.06,-0.2,-49,92,-144,-535,328,-3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01,0.47,0.49,7,449,-18,-96,758,558,"A"
"144",144,1532,"adelmo",1322832814,972383,"02/12/2011 13:33","yes",213,121,-44,173,18,-0.688262,-2.038222,NA,1.160174,0.242696,NA,174,18,-0.7,173,17,-0.7,1,1,0,0.3,121.1,0.4,0.1,-43.9,0.1,0,173.3,0.4,0.19,0.11,0.11,-0.18,47,47,-159,169,604,-303,5.5,51.5,-68.8,23,2.0664,4.9523,7.5745,57.3732,68.9884,5.582,31.1587,-67.4047,12.091,146.1933,-2.42,0.56,0.56,-205,-22,91,87,233,633,1.64945,-0.93746,2.01284,-1.35749,0.33635,-1.38854,74.7,-43.9,29,51.5,-85.1,23,23.2,41.2,6,56.9,-21.3,-95.4,-0.3178,-0.5776,NA,-0.28,0.4436,NA,-21.3,-83.9,-0.3,-33.8,-98.2,-0.3,12.5,14.28,0,20,1.4286,57.4331,3.3747,11.3885,-26.8317,2.8775,8.2799,-92.0812,3.6429,13.2709,0.24,0.11,-0.21,-42,107,-162,-525,348,-35,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,45,34.13511,0,0,0,0,0,0,0,0,0,1.11,-2.23,-0.69,-169,406,-30,-631,651,662,"A"
"145",145,1537,"adelmo",1322832815,44374,"02/12/2011 13:33","no",214,121,-43.9,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,48,44,-156,165,607,-302,9.26,26.6,-60.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,0.29,0.9,-104,-66,45,433,111,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.37110397,-22.15892885,-92.59650605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.13,-0.1,-44,112,-160,-522,353,-45,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,-1.24,-0.59,-268,323,-8,-702,465,675,"A"
"146",146,1543,"adelmo",1322832815,304334,"02/12/2011 13:33","no",214,121,-43.9,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.18,47,45,-158,175,606,-300,6.78,-13.8,-48.1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,-0.06,0.56,84,-78,-62,745,-6,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.62271463,-22.90236203,-93.9403607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.03,-0.1,-45,108,-160,-516,362,-42,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,-0.83,0.11,-360,181,46,-655,69,534,"A"
"147",147,1545,"adelmo",1322832815,332319,"02/12/2011 13:33","no",214,121,-43.8,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,48,45,-157,168,600,-301,2.97,-24.6,-43.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,-0.21,0.62,118,-90,-99,756,-27,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.52556942,-22.34073277,-97.1602441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0,-0.13,-44,103,-164,-518,357,-31,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,-0.72,0.38,-363,162,41,-627,-3,494,"A"
"148",148,1553,"adelmo",1322832815,788334,"02/12/2011 13:33","no",214,121,-44,173,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.15,47,46,-156,171,600,-305,5.01,-50,-30.5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,-0.34,0.72,154,-118,-180,739,-74,-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.8386829,-29.4034763,-94.09894223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,-0.16,-0.13,-52,92,-145,-529,317,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,0.55,0.36,-398,104,29,-534,-165,391,"A"
"149",149,1566,"adelmo",1322832816,300330,"02/12/2011 13:33","no",215,122,-43.7,173,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,49,45,-159,165,608,-297,30.7,-45.3,-33.2,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,-0.69,0.77,138,-125,-203,741,-85,-173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.23414462,-34.11103883,-97.93573107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.05,-0.05,-54,72,-134,-549,295,24,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,2.41,0.74,-329,116,6,-601,-52,478,"A"
"150",150,1587,"adelmo",1322832819,12278,"02/12/2011 13:33","no",216,121,-43.8,172,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.16,50,44,-157,170,609,-288,6.32,-34.6,-30.9,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,-0.26,0.79,135,-103,-153,762,-40,-79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.07962545,-21.11597909,-89.44819309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.05,-0.16,-43,121,-160,-499,377,-52,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,-0.48,0.15,-355,151,41,-617,-12,512,"A"
"151",151,1613,"adelmo",1322832819,684284,"02/12/2011 13:33","no",216,122,-43.2,171,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,50,44,-157,164,602,-313,43.7,-31.8,-26.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,-0.79,0.82,137,-116,-176,757,-57,-116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.67997498,-29.60390527,-89.45724133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.08,-0.15,-49,93,-131,-532,323,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96,1.24,0.67,-362,87,28,-565,-126,457,"A"
"152",152,1620,"adelmo",1322832819,972285,"02/12/2011 13:33","yes",216,122,-43.3,172,17,-1.402276,-1.480863,NA,-0.374465,0.76003,NA,173,18,-1.4,171,17,-1.4,2,1,0,0.2,121.5,0.5,0.3,-43.6,0.3,0.1,172.2,0.8,0.67,0.14,0.11,-0.15,48,45,-157,168,613,-292,41.3,-19.4,-10.3,12,12.8974,28.1162,14.0261,196.7316,-37.2596,7.0813,50.1452,-26.2423,4.7765,22.8154,2.34,-1.17,0.64,75,-56,-68,741,39,123,-0.05695,3.62089,4.35225,1.0937,2.10308,-2.17874,-19.4,-10.3,27,-43.6,-30.9,12,24.2,20.6,15,54.3,-24.5,-96.4,-0.2371,0.3152,NA,-0.5866,0.2764,NA,-19.1,-84.5,-0.2,-32.1,-96.4,-0.2,13,11.81,0,16,2.4325,60.6713,2.8098,7.8947,-24.0425,3.1081,9.6601,-90.3754,2.5863,6.6887,0.13,-0.03,-0.08,-39,83,-132,-545,301,27,0,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,40,2.37217,0,0,0,0,0,0,0,0,0,0.69,2.57,1.15,-330,201,25,-666,138,600,"A"
"153",153,1635,"eurico",1322489611,840702,"28/11/2011 14:13","no",217,1.3,5.62,-87.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-14,3,32,61,575,-413,78,42.6,92,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,-0.05,0.03,-213,155,-113,-337,235,588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,172,-67.2,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.21,0.28,-62,279,212,-454,971,-382,"A"
"154",154,1640,"eurico",1322489611,942686,"28/11/2011 14:13","no",217,1.44,5.61,-87.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-11,5,28,55,577,-416,77.1,42.9,91.2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,-0.03,-0.05,-215,152,-111,-335,235,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,170,-66.7,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.21,0.33,-61,280,213,-464,975,-388,"A"
"155",155,1645,"eurico",1322489612,154725,"28/11/2011 14:13","no",218,1.63,5.51,-87.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-13,3,27,61,568,-416,76.7,43.3,90.2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.03,0.03,-218,157,-110,-333,216,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,168,-66.4,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.21,0.3,-55,276,217,-455,969,-385,"A"
"156",156,1646,"eurico",1322489612,170672,"28/11/2011 14:13","no",218,1.7,5.43,-87.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0.02,-11,1,27,64,571,-429,76.8,43.4,90.1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0.02,-217,156,-110,-332,233,594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,168,-66.3,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.22,0.31,-57,279,214,-455,964,-379,"A"
"157",157,1647,"eurico",1322489612,198653,"28/11/2011 14:13","no",218,1.7,5.38,-87.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,0.02,-12,3,26,57,578,-418,76.8,43.4,90.1,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-217,155,-110,-338,236,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,168,-66.2,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-0.22,0.3,-57,278,215,-454,966,-372,"A"
"158",158,1676,"eurico",1322489613,602663,"28/11/2011 14:13","no",219,1.27,6.05,-88,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-13,3,28,66,577,-424,75.2,43.3,88.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.02,-220,153,-115,-338,222,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.85790659,-61.30623892,94.29405816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.1,0,-214,44,301,-438,230,308,158,-61.9,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.21,0.31,-56,278,212,-458,980,-384,"A"
"159",159,1688,"eurico",1322489615,434746,"28/11/2011 14:13","no",220,1.65,5.34,-88.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0,0,-14,4,26,49,574,-427,74.2,43.5,87.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-221,154,-113,-332,228,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.62199039,37.5726628,-76.87968291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.05,0.08,19,32,-36,-341,408,236,148,-56.2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,-0.24,0.31,-59,278,215,-460,978,-395,"A"
"160",160,1689,"eurico",1322489615,458714,"28/11/2011 14:13","no",220,1.69,4.8,-88.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.02,-0.02,-10,2,27,46,574,-431,74.2,43.5,87.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0,-220,154,-112,-343,228,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.6267458,31.54314818,-19.51275679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,-0.51,-0.13,16,48,-10,-330,417,226,147,-55.7,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.24,0.31,-55,279,212,-460,977,-391,"A"
"161",161,1715,"eurico",1322489616,578785,"28/11/2011 14:13","no",221,1.38,4.93,-88,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.02,-8,5,30,59,569,-419,73.2,43.3,85.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-219,155,-113,-338,240,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.87577385,-57.10476051,-3.003305536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.35,-0.31,-18,-28,-1,-438,236,298,139,-49,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.29,0.3,-73,275,213,-517,1020,-407,"A"
"162",162,1724,"eurico",1322489616,834750,"28/11/2011 14:13","no",221,1.82,5.65,-87.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.02,0.02,-11,6,22,68,573,-430,72.9,43.2,85.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,-0.02,-217,153,-113,-337,235,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.0285664,-30.62773692,-30.62773692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.27,-0.18,-8,-24,-8,-423,250,296,138,-47.1,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,-0.19,0.34,-74,273,211,-521,1030,-424,"A"
"163",163,1732,"eurico",1322489617,182682,"28/11/2011 14:13","no",222,1.49,4.75,-87.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.07,-10,7,26,60,566,-419,72.6,43.3,85.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-218,156,-112,-329,231,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.885684,-27.8000651,-4.575489843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.4,-0.13,-6,-21,-1,-422,254,306,159,-54.2,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1.83,0.49,23,346,179,-295,859,-361,"A"
"164",164,1755,"eurico",1322489618,230637,"28/11/2011 14:13","no",223,2.04,2.97,-87.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.03,-0.03,-7,2,22,44,567,-432,71.4,43.4,84.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.02,-220,155,-113,-335,234,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.81225596,58.59207084,7.907764047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0,-0.1,28,42,4,-267,423,283,-126,10.3,-5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,-1.85,-0.11,187,-73,146,435,-665,28,"A"
